codeCPV_2,codeCPV_FR
44613400,Conteneurs de stockage
44613500,Conteneurs à eau
44613600,Conteneurs sur roues
44613700,Bennes à déchets
44613800,Conteneurs à déchets
44614000,Tonneaux en métal
44614100,Caisses de stockage
44614300,Système de stockage de conteneurs
44614310,Machines à empiler
44615000,Cuves sous pression
44615100,Cuves sous pression en acier
44616000,Fûts en métal
44616200,Fûts de déchets
44617000,Boîtiers
44617100,Cartons
44617200,Compartiments pour compteurs
44617300,Boîtiers préfabriqués
44618000,"Conteneurs légers, bouchons, couvercles pour conteneurs, cuves et couvercles"
44618100,Conteneurs légers
44618300,"Bouchons, couvercles pour conteneurs, cuves et couvercles"
44618310,Bouchons
44618320,Obturateurs à vis
44618330,Couvercles pour conteneurs
44618340,Couvercles
44618350,Capsules en plastique
44618400,Boîtes métalliques
44618420,Boîtes pour aliments
44618500,Cuves
44619000,Autres conteneurs
44619100,Caisses
44619200,Enrouleurs de câbles
44619300,Caisses à claire-voie
44619400,Tonneaux en bois
44619500,Caisses-palettes
44620000,Radiateurs et chaudières pour chauffage central et pièces détachées
44621000,Radiateurs et chaudières
44621100,Radiateurs
44621110,Radiateurs pour chauffage central
44621111,Radiateurs non électriques pour chauffage central
44621112,Pièces détachées de radiateurs pour chauffage central
44621200,Chaudières
44621210,Chaudières à eau
44621220,Chaudières pour chauffage central
44621221,Pièces détachées de chaudières pour chauffage central
44622000,Systèmes de récupération de chaleur
44622100,Équipement de récupération de chaleur
44800000,"Peintures, vernis et mastics"
44810000,Peintures
44811000,Peinture de marquage routier
44812000,Peintures à usage artistique
44812100,Émail et peintures transparentes
44812200,Peintures à l'huile et à l'eau
44812210,Peintures à l'huile
44812220,Peintures à l'eau
44812300,Peintures scolaires
44812310,Assortiments de couleurs
44812320,Couleurs pour signalisation
44812400,Articles pour peintres et tapissiers
44820000,Vernis
44830000,"Mastics, matières de charge, ciment de scellement et diluants"
44831000,"Mastics, matières de charge, ciment de scellement"
44831100,Mastics
44831200,Matières de charge
44831300,Ciment de scellement
44831400,Coulis de ciment
44832000,Solvants
44832100,Décapant
44832200,Diluants
44900000,"Pierre de construction, chaux, gypse et ardoise"
44910000,Pierre de construction
44911000,Marbre et pierre calcaire de construction
44911100,Marbre
44911200,Travertin
44912000,Pierres de construction diverses
44912100,Granit
44912200,Grès
44912300,Basalte
44912400,Bordures
44920000,"Pierre calcaire, gypse et craie"
44921000,Pierre calcaire et gypse
44921100,Gypse
44921200,Chaux
44921210,Chaux en poudre
44921300,Pierre calcaire
44922000,Craie et dolomie
44922100,Craie
44922200,Dolomie
44930000,Ardoise
45000000,Travaux de construction
45100000,Travaux de préparation de chantier
45110000,Travaux de démolition de bâtiments et travaux de terrassement
45111000,"Travaux de démolition, travaux de préparation et de dégagement de chantier"
45111100,Travaux de démolition
45111200,Travaux de préparation et de dégagement de chantier
45111210,Travaux de démolition à l'explosif et travaux de déblaiement consécutifs
45111211,Travaux de démolition à l'explosif
45111212,Travaux de déblaiement
45111213,Travaux de dégagement de chantier
45111214,Travaux d'enlèvement de gravats
45111220,Travaux de débroussaillage
45111230,Travaux de stabilisation des sols
45111240,Travaux d'assèchement des sols
45111250,Travaux d'étude géotechnique
45111260,Travaux de préparation de sites miniers
45111290,Travaux préparatoires de viabilité
45111291,Travaux d'aménagement du terrain
45111300,Travaux de démantèlement
45111310,Travaux de démantèlement d'installations militaires
45111320,Travaux de démantèlement d'installations de sécurité
45112000,Travaux de fouille et de terrassement
45112100,Travaux de creusement de tranchées
45112200,Travaux de décapage de terre
45112210,Travaux de décapage de terre végétale
45112300,Travaux de remblayage et de mise en condition du terrain
45112310,Travaux de remblayage
45112320,Travaux de mise en condition du terrain
45112330,Travaux de mise en état du chantier
45112340,Travaux de décontamination du sol
45112350,Remise en valeur de terrains vagues
45112360,Travaux de remise en état du terrain
45112400,Travaux d'excavation
45112410,Travaux de fossoyage
45112420,Travaux de fouille en excavation
45112440,Dressement de talus
45112441,Talutage
45112450,Travaux d'excavation sur sites archéologiques
45112500,Travaux de terrassement
45112600,Déblai-remblai
45112700,Travaux d'aménagement paysager
45112710,Travaux d'aménagement paysager d'espaces verts
45112711,Travaux d'aménagement paysager de parcs
45112712,Travaux d'aménagement paysager de jardins
45112713,Travaux d'aménagement paysager de jardins sur les toits
45112714,Travaux d'aménagement paysager de cimetières
45112720,Travaux d'aménagement paysager de terrains de sport et d'aires de loisirs
45112721,Travaux d'aménagement paysager de terrains de golf
45112722,Travaux d'aménagement paysager de terrains d'équitation
45112723,Travaux d'aménagement paysager de terrains de jeux
45112730,Travaux d'aménagement paysager de routes et d'autoroutes
45112740,Travaux d'aménagement paysager d'aéroports
45113000,Travaux de chantier
45120000,Travaux de sondage et de forage de reconnaissance
45121000,Travaux de sondage expérimental
45122000,Travaux de forage de reconnaissance
45200000,Travaux de construction complète ou partielle et travaux de génie civil
45210000,Travaux de construction de bâtiments
45211000,Travaux de construction d'immeubles collectifs et de maisons individuelles
45211100,Travaux de construction de maisons
45211200,Travaux de construction de logements-foyers
45211300,Travaux de construction complète de maisons
45211310,Travaux de construction de salles de bains
45211320,Travaux de construction de porches
45211340,Travaux de construction d'immeubles collectifs
45211341,Travaux de construction d'appartements
45211350,Travaux de construction de bâtiments multifonctionnels
45211360,Travaux de développement urbain
45211370,Travaux de construction de saunas
45212000,"Travaux de construction de bâtiments destinés aux loisirs, aux sports, à la culture, à l'hébergement et de restaurants"
45212100,Construction d'équipements pour les loisirs
45212110,Travaux de construction de centres de loisirs
45212120,Travaux de construction de parcs à thèmes
45212130,Travaux de construction de parcs d'attractions
45212140,Installation récréative
45212150,Travaux de construction de cinémas
45212160,Travaux de construction de casinos
45212170,Travaux de construction de bâtiments de loisirs
45212171,Travaux de construction de centres de divertissements
45212172,Travaux de construction de centres récréatifs
45212180,Travaux de construction de billetteries
45212190,Ouvrages de protection contre le soleil
45212200,Travaux de construction d'installations sportives
45212210,Travaux de construction d'installations sportives monovalentes
45212211,Travaux de construction de patinoires
45212212,Travaux de construction de piscines
45212213,Travaux de marquage sportif
45212220,Travaux de construction d'installations sportives polyvalentes
45212221,Travaux de construction d'ouvrages pour terrain de sports
45212222,Travaux de construction de gymnases
45212223,Travaux de construction d'installations de sports d'hiver
45212224,Travaux de construction de stades
45212225,Travaux de construction de palais des sports
45212230,Installation de vestiaires
45212290,Réparation et entretien d'infrastructures sportives
45212300,Travaux de construction de bâtiments à usage artistique et culturel
45212310,Travaux de construction de bâtiments destinés aux expositions
45212311,Travaux de construction de galeries d'art
45212312,Travaux de construction de parcs des expositions
45212313,Travaux de construction de musées
45212314,Travaux de construction de monuments historiques ou de mémoriaux
45212320,Travaux de construction de bâtiments destinés aux activités artistiques
45212321,Travaux de construction d'auditoriums
45212322,Travaux de construction de theâtres
45212330,Travaux de construction de bibliothèques
45212331,Travaux de construction de bibliothèques multimédia
45212340,Travaux de construction de salle de conférences
45212350,Bâtiments présentant un intérêt historique ou architectural particulier
45212351,Travaux de construction de monuments préhistoriques
45212352,Travaux de construction de monuments industriels
45212353,Travaux de construction de palais
45212354,Travaux de construction de châteaux
45212360,Travaux de construction de bâtiments religieux
45212361,Travaux de construction d'églises
45212400,Hôtels et restaurants
45212410,Travaux de construction de bâtiments destinés à l'hébergement
45212411,Travaux de construction d'hôtels
45212412,Travaux de construction de foyers
45212413,Travaux de construction de logements pour séjours de courte durée
45212420,Travaux de construction de restaurants et d'établissements similaires
45212421,Travaux de construction de restaurants
45212422,Travaux de construction de cantines
45212423,Travaux de construction de cafétarias
45212500,Transformation de cuisines ou de restaurants
45212600,Travaux de construction de pavillons
45213000,"Travaux de construction de locaux commerciaux, d'entrepôts et de bâtiments industriels, de bâtiments liés aux transports"
45213100,Travaux de construction de locaux commerciaux
45213110,Travaux de construction de magasins
45213111,Travaux de construction de centres commerciaux
45213112,Travaux de construction de boutiques
45213120,Travaux de construction de bureaux de poste
45213130,Travaux de construction de banques
45213140,Travaux de construction de marchés
45213141,Travaux de construction de marchés couverts
45213142,Travaux de construction de marchés à ciel ouvert
45213150,Travaux de construction d'immeubles de bureaux
45213200,Travaux de construction d'entrepôts et de bâtiments industriels
45213210,Entrepôts frigorifiques
45213220,Travaux de construction d'entrepôts
45213221,Travaux de construction de dépôts
45213230,Travaux de construction d'abattoirs
45213240,Travaux de construction de bâtiments agricoles
45213241,Travaux de construction de granges
45213242,Travaux de construction d'étables
45213250,Travaux de construction de bâtiments industriels
45213251,Travaux de construction d'unités industrielles
45213252,Travaux de construction d'ateliers
45213260,Travaux de construction d'entrepôts de marchandises
45213270,Travaux de construction de stations de recyclage
45213280,Travaux de construction d'installations de compostage
45213300,Bâtiments liés aux activités de transport
45213310,Travaux de construction de bâtiments liés aux transports routiers
45213311,Travaux de construction de gares routières
45213312,Travaux de construction de parkings à étages
45213313,Travaux de construction de bâtiments d'aire de services
45213314,Travaux de construction de dépôts d'autobus
45213315,Travaux de construction d'abris-bus
45213316,Travaux d'installation de passerelles
45213320,Travaux de construction de bâtiments liés aux transports ferroviaires
45213321,Travaux de construction de gares de chemin de fer
45213322,Travaux de construction de terminaux ferroviaires
45213330,Travaux de construction de bâtiments liés aux transports aériens
45213331,Travaux de construction de bâtiments aéroportuaires
45213332,Travaux de construction de tours de contrôle d'aéroport
45213333,Travaux d' installation de comptoirs d'enregistrement d'aéroport
45213340,Travaux de construction de bâtiments liés aux transports par voie d'eau
45213341,Travaux de construction de terminaux de ferry
45213342,Travaux de construction de terminaux Ro-Ro
45213350,Travaux de construction de bâtiments liés à plusieurs modes de transport
45213351,Travaux de construction de hangars d'entretien
45213352,Travaux de construction de dépôts de service
45213353,Travaux d'installation de passerelles pour passagers
45213400,Installation de locaux pour le personnel
45214000,Travaux de construction d'établissements d'enseignement et de centres de recherche
45214100,Travaux de construction de jardins d'enfants
45214200,Travaux de construction de bâtiments scolaires
45214210,Travaux de construction d'écoles primaires
45214220,Travaux de construction d'écoles secondaires
